store_id,name,address_context_code,address_context_description,intersection_description,quadrant_code,quadrant_description,address_line1,address_line2,address_line3,city,region,state,postal_code,county,country_code,country,Product Name,Price,Price Per Count,Primary Location Name,Available Quantity,Order Pickup,Curbside,In Store
1253,Waterfront,M,Mailing,Homestead High Bdg & Rt 837,NEC,NorthEast Corner,360 Waterfront Dr E,,,Homestead,PA,Pennsylvania,15120-5004,Allegheny,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Waterfront,10.0,IN_STOCK,IN_STOCK,IN_STOCK
2537,Malvern,M,Mailing,US 202 & Rte. 29,SEC,SouthEast Corner,455 Carnegie Blvd,,,Malvern,PA,Pennsylvania,19355-8599,Chester,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Malvern,1.0,IN_STOCK,IN_STOCK,IN_STOCK
1204,San Antonio NE,M,Mailing,I-35 & Loop 1604,NEC,NorthEast Corner,8234 Agora Pkwy,,,Selma,TX,Texas,78154-1304,Bexar,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,San Antonio NE,1.0,IN_STOCK,IN_STOCK,IN_STOCK
1354,San Antonio North,M,Mailing,Loop 1604 & Blanco Rd,NWC,NorthWest Corner,18255 Blanco Rd,,,San Antonio,TX,Texas,78258-4585,Bexar,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,San Antonio North,10.0,IN_STOCK,IN_STOCK,IN_STOCK
2313,Edina,M,Mailing,70th St & York Ave S,SWC,SouthWest Corner,7000 York Ave S,,,Edina,MN,Minnesota,55435-4213,Hennepin,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Edina,10.0,IN_STOCK,IN_STOCK,IN_STOCK
610,Battle Creek,M,Mailing,Beckley Rd & Hwy 66,NWC,NorthWest Corner,5700 Beckley Rd,,,Battle Creek,MI,Michigan,49015-4184,Calhoun,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$5.79,$0.32,Battle Creek,0.0,UNAVAILABLE,UNAVAILABLE,OUT_OF_STOCK
801,Laredo,M,Mailing,I-35 & Del Mar Blvd W,NEC,NorthEast Corner,7501 San Dario Ave,,,Laredo,TX,Texas,78045-7207,Webb,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Laredo,10.0,IN_STOCK,IN_STOCK,IN_STOCK
1872,Durham,M,Mailing,Shannon Rd & US Hwy 15-501,SWC,SouthWest Corner,4037 Durham Chapel Hill Blvd,,,Durham,NC,North Carolina,27707-2516,Durham,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$5.79,$0.32,Durham,10.0,IN_STOCK,IN_STOCK,IN_STOCK
1815,Chula Vista East,M,Mailing,E Lake Pkwy & Otay Lakes Rd,NWC,NorthWest Corner,910 Eastlake Pkwy,,,Chula Vista,CA,California,91914-3558,San Diego,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$3.79,$0.21,Chula Vista East,0.0,UNAVAILABLE,UNAVAILABLE,OUT_OF_STOCK
3210,Rosslyn,M,Mailing,Wilson Blvd and N Oak St,SWC,SouthWest Corner,1500 Wilson Blvd,,,Rosslyn,VA,Virginia,22209-2458,Arlington,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.29,$0.35,Rosslyn,10.0,IN_STOCK,UNAVAILABLE,IN_STOCK
1370,Farragut,M,Mailing,I-40/75 & Lovell Rd,SWC,SouthWest Corner,11100 Parkside Dr,,,Knoxville,TN,Tennessee,37934-1960,Knox,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Farragut,7.0,UNAVAILABLE,UNAVAILABLE,IN_STOCK
1322,Florence,M,Mailing,Cox Creek Pkwy & Gresham Rd,SEC,SouthEast Corner,372 Cox Creek Pkwy,,,Florence,AL,Alabama,35630-1540,Lauderdale,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Florence,0.0,OUT_OF_STOCK,UNAVAILABLE,OUT_OF_STOCK
1308,Framingham,M,Mailing,Rte 30 & Whittier St,NWC,NorthWest Corner,400 Cochituate Rd,,,Framingham,MA,Massachusetts,01701-4655,Middlesex,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$2.69,$0.15,Framingham,0.0,UNAVAILABLE,UNAVAILABLE,OUT_OF_STOCK
2581,San Jose North,M,Mailing,Hwy 237 & N 1st St,SEC,SouthEast Corner,95 Holger Way,,,San Jose,CA,California,95134-1377,Santa Clara,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$4.39,$0.24,San Jose North,0.0,UNAVAILABLE,UNAVAILABLE,OUT_OF_STOCK
2367,Cleveland,M,Mailing,I-75 & Paul Huff Parkway,NWC,NorthWest Corner,4570 Frontage Rd NW,,,Cleveland,TN,Tennessee,37312-2905,Bradley,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Cleveland,10.0,IN_STOCK,IN_STOCK,IN_STOCK
674,Marion,M,Mailing,Hwy 13 & Williamson Co Pkwy,NWC,NorthWest Corner,3000 W Deyoung St,,,Marion,IL,Illinois,62959-5553,Williamson,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$5.79,$0.32,Marion,10.0,IN_STOCK,IN_STOCK,IN_STOCK
1047,Hilltop,M,Mailing,First Colonial Rd & I-264,NWC,NorthWest Corner,525 First Colonial Rd,,,Virginia Beach,VA,Virginia,23451-6119,Virginia Beach City,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Hilltop,10.0,IN_STOCK,IN_STOCK,IN_STOCK
1289,New Britain,M,Mailing,Rte 9 & Rte 71,SEC,SouthEast Corner,475 Hartford Rd,,,New Britain,CT,Connecticut,06053-1524,Hartford,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,New Britain,0.0,OUT_OF_STOCK,UNAVAILABLE,OUT_OF_STOCK
1945,Wichita NW,M,Mailing,Maize Rd & Central Park,NWC,NorthWest Corner,2727 N Maize Rd,,,Wichita,KS,Kansas,67205-7311,Sedgwick,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$5.79,$0.32,Wichita NW,10.0,IN_STOCK,IN_STOCK,IN_STOCK
2520,Lewisville State Highway 121,M,Mailing,Hwy 121 & Josey Ln,SEC,SouthEast Corner,4760 State Highway 121,,,Lewisville,TX,Texas,75056-2913,Denton,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Lewisville State Highway 121,0.0,OUT_OF_STOCK,UNAVAILABLE,OUT_OF_STOCK
1178,Loveland,M,Mailing,US 34 & Rocky Mtn Ave,NWC,NorthWest Corner,1725 Rocky Mountain Ave,,,Loveland,CO,Colorado,80538-8851,Larimer,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$2.69,$0.15,Loveland,0.0,UNAVAILABLE,UNAVAILABLE,OUT_OF_STOCK
1932,Apex,M,Mailing,Hwy 55 & Hwy 64,SWC,SouthWest Corner,1201 Beaver Creek Commons Dr,,,Apex,NC,North Carolina,27502-3922,Wake,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Apex,10.0,IN_STOCK,IN_STOCK,IN_STOCK
2442,Olive Branch West,M,Mailing,Goodman Rd & Pleasant Hill Rd,NEC,NorthEast Corner,5150 Goodman Rd,,,Olive Branch,MS,Mississippi,38654-7903,DeSoto,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Olive Branch West,0.0,UNAVAILABLE,UNAVAILABLE,LIMITED_STOCK_SEE_STORE
3347,LA 18th and La Cienega,M,Mailing,,,,1833A LaCienega Blvd,,,Los Angeles,CA,California,90035-4664,Los Angeles,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$3.79,$0.21,LA 18th and La Cienega,0.0,UNAVAILABLE,UNAVAILABLE,NOT_SOLD_IN_STORE
657,Bemidji,M,Mailing,Mdl Scl A & Paul Bunyan Dr,SEC,SouthEast Corner,2100 Paul Bunyan Dr NW,,,Bemidji,MN,Minnesota,56601-5645,Beltrami,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$5.79,$0.32,Bemidji,0.0,UNAVAILABLE,UNAVAILABLE,LIMITED_STOCK_SEE_STORE
867,Bolingbrook,M,Mailing,Boughton Rd & Naperville,NEC,NorthEast Corner,1188 W Boughton Rd,,,Bolingbrook,IL,Illinois,60440-1508,Will,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Bolingbrook,10.0,IN_STOCK,IN_STOCK,IN_STOCK
1139,Westbury,M,Mailing,Zeckendorf Rd & Corporate,NEC,NorthEast Corner,999 Corporate Dr,,,Westbury,NY,New York,11590-6614,Nassau,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$5.79,$0.32,Westbury,9.0,IN_STOCK,IN_STOCK,IN_STOCK
1452,Florence,M,Mailing,I-95 & I-20,NEC,NorthEast Corner,2791 David H Mcleod Blvd,,,Florence,SC,South Carolina,29501-4043,Florence,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Florence,10.0,IN_STOCK,IN_STOCK,IN_STOCK
2208,Pier Park,M,Mailing,US 98 & Powell Adams Rd,SWC,SouthWest Corner,15555 Starfish St,,,Panama City Beach,FL,Florida,32413-2457,Bay,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Pier Park,10.0,IN_STOCK,IN_STOCK,IN_STOCK
1792,Waterloo,M,Mailing,E San Marnan Dr & Sear St,NWC,NorthWest Corner,1501 E San Marnan Dr,,,Waterloo,IA,Iowa,50702-4300,Black Hawk,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Waterloo,10.0,IN_STOCK,IN_STOCK,IN_STOCK
1110,Greenacres,M,Mailing,Lake Worth & Sherwood For,SWC,SouthWest Corner,5900 Lake Worth Rd,,,Greenacres,FL,Florida,33463-3212,Palm Beach,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Greenacres,10.0,IN_STOCK,IN_STOCK,IN_STOCK
3350,Coral Gables,M,Mailing,Ponce De Leon & Majorca Ave,,,1906 Ponce De Leon Blvd,,,Coral Gables,FL,Florida,33134-4413,Miami-Dade,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Coral Gables,10.0,IN_STOCK,IN_STOCK,IN_STOCK
3314,Chicago Mayfair,M,Mailing,W Foster Ave & Keating Ave,SEC,SouthEast Corner,4631 W Foster Ave,,,Chicago,IL,Illinois,60630-1709,Cook,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Chicago Mayfair,10.0,IN_STOCK,IN_STOCK,IN_STOCK
1506,Odessa,M,Mailing,E 42nd St & Grandview Ave,NEC,NorthEast Corner,3909 E 42nd St,,,Odessa,TX,Texas,79762-5939,Ector,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Odessa,10.0,IN_STOCK,IN_STOCK,IN_STOCK
1949,Morgantown,M,Mailing,I-79 & Chaplin Rd,SEC,SouthEast Corner,5001 University Towne Center Dr,,,Morgantown,WV,West Virginia,26501-2267,Monongalia,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Morgantown,10.0,IN_STOCK,IN_STOCK,IN_STOCK
2308,Bristol,M,Mailing,Lee Hwy & Clear Creek Rd,SEC,SouthEast Corner,16600 Highlands Center Blvd,,,Bristol,VA,Virginia,24202-4301,Washington,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Bristol,10.0,IN_STOCK,IN_STOCK,IN_STOCK
880,Woodfield,M,Mailing,Meacham & Higgins Rd,SWC,SouthWest Corner,1235 E Higgins Rd,,,Schaumburg,IL,Illinois,60173-4939,Cook,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Woodfield,10.0,IN_STOCK,IN_STOCK,IN_STOCK
3359,LA LaBrea and 4th St,M,Mailing,,,,415 S LaBrea Ave,,,Los Angeles,CA,California,90036-3523,Los Angeles,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$3.79,$0.21,LA LaBrea and 4th St,0.0,UNAVAILABLE,UNAVAILABLE,NOT_SOLD_IN_STORE
1522,Red Wing,M,Mailing,US 61 & Tyler Rd,NEC,NorthEast Corner,151 Tyler Rd N,,,Red Wing,MN,Minnesota,55066-1865,Goodhue,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Red Wing,10.0,IN_STOCK,IN_STOCK,IN_STOCK
2041,Des Moines North,M,Mailing,Merle Hay Rd & Douglas Ave,NWC,NorthWest Corner,5901 Douglas Ave,,,Des Moines,IA,Iowa,50322-3303,Polk,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$5.79,$0.32,Des Moines North,10.0,IN_STOCK,IN_STOCK,IN_STOCK
1933,Ft Wayne NE,M,Mailing,Stellhorn & Maplecrest,NWC,NorthWest Corner,6119 Stellhorn Rd,,,Fort Wayne,IN,Indiana,46815-5357,Allen,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Ft Wayne NE,10.0,IN_STOCK,IN_STOCK,IN_STOCK
1920,Flowood,M,Mailing,Old Fannin Rd & Hwy 25,NEC,NorthEast Corner,170 Promenade Blvd,,,Flowood,MS,Mississippi,39232-8017,Rankin,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Flowood,0.0,UNAVAILABLE,UNAVAILABLE,OUT_OF_STOCK
1342,Rosemont,M,Mailing,Touhy Ave & Mannheim Rd,SWC,SouthWest Corner,7000 Mannheim Rd,,,Rosemont,IL,Illinois,60018-3621,Cook,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Rosemont,10.0,IN_STOCK,IN_STOCK,IN_STOCK
2112,Laredo East,M,Mailing,Loop 20 & Clark Blvd,SWC,SouthWest Corner,1910 Bob Bullock Loop,,,Laredo,TX,Texas,78043-9733,Webb,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Laredo East,0.0,OUT_OF_STOCK,UNAVAILABLE,OUT_OF_STOCK
3345,Encino Ventura Blvd,M,Mailing,Ventura Blvd and Andasol Ave,,,"17401 Ventura Blvd, Unit A1",,,Encino,CA,California,91316-3860,Los Angeles,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$3.79,$0.21,Encino Ventura Blvd,0.0,UNAVAILABLE,UNAVAILABLE,OUT_OF_STOCK
2889,New Caney,M,Mailing,TX-99 and I-69,,,21836 Market Place Dr,,,New Caney,TX,Texas,77357-1908,Montgomery,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,New Caney,10.0,IN_STOCK,IN_STOCK,IN_STOCK
1896,South Elgin,M,Mailing,Randall Rd & Silver Glen Rd,NWC,NorthWest Corner,530 Randall Rd,,,South Elgin,IL,Illinois,60177-3315,Kane,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$5.79,$0.32,South Elgin,10.0,IN_STOCK,IN_STOCK,IN_STOCK
2375,Bessemer,M,Mailing,I-459 & Eastern Valley Rd,NEC,NorthEast Corner,4889 Promenade Pkwy,,,Bessemer,AL,Alabama,35022-7305,Jefferson,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Bessemer,10.0,IN_STOCK,IN_STOCK,IN_STOCK
294,North Hollywood,M,Mailing,Victory Blvd & Vineland,NWC,NorthWest Corner,11051 Victory Blvd,,,North Hollywood,CA,California,91606-3719,Los Angeles,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$3.79,$0.21,North Hollywood,0.0,UNAVAILABLE,UNAVAILABLE,OUT_OF_STOCK
2373,Chicago Wilson Yard,M,Mailing,N Broadway St & W Montrose Ave,NWC,NorthWest Corner,4466 N Broadway St,,,Chicago,IL,Illinois,60640-5660,Cook,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Chicago Wilson Yard,10.0,IN_STOCK,IN_STOCK,IN_STOCK
984,Medina,M,Mailing,US 42 & Reagan Parkway,SWC,SouthWest Corner,1015 N Court St,,,Medina,OH,Ohio,44256-1582,Medina,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Medina,10.0,IN_STOCK,IN_STOCK,IN_STOCK
299,Northridge,M,Mailing,Corbin Ave & Nordhoff,SEC,SouthEast Corner,8840 Corbin Ave,,,Northridge,CA,California,91324-3309,Los Angeles,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$3.79,$0.21,Northridge,0.0,UNAVAILABLE,UNAVAILABLE,OUT_OF_STOCK
899,Naples,M,Mailing,Pine Ridge Rd & Airport-Pu,SWC,SouthWest Corner,2324 Pine Ridge Rd,,,Naples,FL,Florida,34109-2006,Collier,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Naples,10.0,IN_STOCK,IN_STOCK,IN_STOCK
924,Mt Pleasant,M,Mailing,Mission St & E Blue Grass,NEC,NorthEast Corner,4097 E Blue Grass Rd,,,Mount Pleasant,MI,Michigan,48858-7997,Isabella,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$5.79,$0.32,Mt Pleasant,0.0,UNAVAILABLE,UNAVAILABLE,OUT_OF_STOCK
3323,Las Vegas Showcase,M,Mailing,,,,3767 Las Vegas Blvd S Ste 100,,,Las Vegas,NV,Nevada,89109-4308,Clark,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$1.39,$0.08,Las Vegas Showcase,0.0,UNAVAILABLE,UNAVAILABLE,OUT_OF_STOCK
1129,Huber Heights,M,Mailing,I-70 & Rte 202,NEC,NorthEast Corner,5700 Executive Blvd,,,Huber Heights,OH,Ohio,45424-1449,Montgomery,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Huber Heights,10.0,IN_STOCK,IN_STOCK,IN_STOCK
981,Cobb,M,Mailing,I-75 & Ernest W Barrett,NWC,NorthWest Corner,740 Ernest W Barrett Pkwy NW,,,Kennesaw,GA,Georgia,30144-6860,Cobb,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Cobb,10.0,IN_STOCK,IN_STOCK,IN_STOCK
985,Strongsville,M,Mailing,US 42 & Rte 82,NEC,NorthEast Corner,18200 Royalton Rd,,,Strongsville,OH,Ohio,44136-5181,Cuyahoga,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$5.79,$0.32,Strongsville,0.0,OUT_OF_STOCK,UNAVAILABLE,OUT_OF_STOCK
666,Columbus NW,M,Mailing,Sawmill & Tuller Pkwy,NEC,NorthEast Corner,6000 Sawmill Rd,,,Dublin,OH,Ohio,43017-1626,Franklin,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Columbus NW,10.0,IN_STOCK,IN_STOCK,IN_STOCK
907,Katy,M,Mailing,Fry & I-10,SEC,SouthEast Corner,19955 Katy Fwy,,,Houston,TX,Texas,77094-1019,Harris,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Katy,10.0,IN_STOCK,IN_STOCK,IN_STOCK
1156,Victor,M,Mailing,Rtes 96 & 250,SEC,SouthEast Corner,7500 Commons Blvd,,,Victor,NY,New York,14564-1010,Ontario,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Victor,0.0,UNAVAILABLE,UNAVAILABLE,LIMITED_STOCK_SEE_STORE
2781,Chicago West Loop,M,Mailing,Van Buren & North Aberdeen,NWC,NorthWest Corner,1101 W Jackson Blvd,,,Chicago,IL,Illinois,60607-2905,Cook,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.99,$0.39,Chicago West Loop,10.0,IN_STOCK,IN_STOCK,IN_STOCK
154,Colorado Springs North,M,Mailing,Academy Blvd & Montebello,SWC,SouthWest Corner,5240 N Academy Blvd,,,Colorado Springs,CO,Colorado,80918-4004,El Paso,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$2.69,$0.15,Colorado Springs North,0.0,UNAVAILABLE,UNAVAILABLE,OUT_OF_STOCK
817,Bradenton,M,Mailing,US 41 & Bayshore Gardens,NWC,NorthWest Corner,6150 14th St W,,,Bradenton,FL,Florida,34207-4622,Manatee,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Bradenton,10.0,IN_STOCK,IN_STOCK,IN_STOCK
799,North Sarasota Fruitville Rd,M,Mailing,Fruitville Rd & Honore Ave,SEC,SouthEast Corner,5350 Fruitville Rd,,,Sarasota,FL,Florida,34232-6401,Sarasota,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,North Sarasota Fruitville Rd,10.0,IN_STOCK,IN_STOCK,IN_STOCK
1757,Overland Park,M,Mailing,Metcalf & 123rd St,SWC,SouthWest Corner,12200 Blue Valley Pkwy,,,Overland Park,KS,Kansas,66213-2639,Johnson,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Overland Park,10.0,IN_STOCK,IN_STOCK,IN_STOCK
3393,LA Bonnie Brae,M,Mailing,Temple St & Bonnie Brae St,SEC,SouthEast Corner,"330 N Westlake Ave, Unit 500",,,Los Angeles,CA,California,90026-7734,Los Angeles,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$3.79,$0.21,LA Bonnie Brae,0.0,UNAVAILABLE,UNAVAILABLE,OUT_OF_STOCK
184,Alhambra,M,Mailing,Palm St & Poplar Blvd,SWC,SouthWest Corner,2120 W Main St,,,Alhambra,CA,California,91801-1856,Los Angeles,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$3.79,$0.21,Alhambra,0.0,UNAVAILABLE,UNAVAILABLE,OUT_OF_STOCK
872,Northville,M,Mailing,8 Mile Rd & I-96/275,SWC,SouthWest Corner,20100 Haggerty Rd,,,Livonia,MI,Michigan,48152-1087,Wayne,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$5.79,$0.32,Northville,0.0,UNAVAILABLE,UNAVAILABLE,OUT_OF_STOCK
1016,Colonial Heights,M,Mailing,Charles H Dimmock & S Park,NEC,NorthEast Corner,721 Southpark Blvd,,,Colonial Heights,VA,Virginia,23834-3605,Colonial Heights City,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Colonial Heights,10.0,IN_STOCK,IN_STOCK,IN_STOCK
1092,Beechmont Area,M,Mailing,Beechmont Ave & Nordyke Rd,NEC,NorthEast Corner,8680 Beechmont Ave,,,Cincinnati,OH,Ohio,45255-4710,Hamilton,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Beechmont Area,10.0,IN_STOCK,IN_STOCK,IN_STOCK
1273,Pensacola NE,M,Mailing,University Pkwy & 9 Mile Rd,SWC,SouthWest Corner,1749 E Nine Mile Rd,,,Pensacola,FL,Florida,32514-5729,Escambia,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Pensacola NE,10.0,IN_STOCK,IN_STOCK,IN_STOCK
1799,Machesney Park,M,Mailing,Hwy 173 & N Alpine Rd,NEC,NorthEast Corner,9833 N Alpine Rd,,,Machesney Park,IL,Illinois,61115-1681,Winnebago,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Machesney Park,10.0,IN_STOCK,IN_STOCK,IN_STOCK
2189,Knollwood Hwy 7,M,Mailing,US Hwy 169 & Hwy 7,NEC,NorthEast Corner,8900 Highway 7,,,St.Louis Park,MN,Minnesota,55426-3919,Hennepin,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Knollwood Hwy 7,10.0,IN_STOCK,IN_STOCK,IN_STOCK
873,Ocala,M,Mailing,College Rd & 17th St,NEC,NorthEast Corner,2000 SW College Rd,,,Ocala,FL,Florida,34471-3020,Marion,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Ocala,10.0,IN_STOCK,IN_STOCK,IN_STOCK
819,Clinton Pointe,M,Mailing,Gratiot & Quinn,NEC,NorthEast Corner,33860 S Gratiot Ave,,,Clinton Township,MI,Michigan,48035-6115,Macomb,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$5.79,$0.32,Clinton Pointe,0.0,UNAVAILABLE,UNAVAILABLE,OUT_OF_STOCK
968,Bird Road,M,Mailing,Bird Road & Rte 826,NWC,NorthWest Corner,7795 SW 40th St,,,Miami,FL,Florida,33155-3546,Miami-Dade,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Bird Road,0.0,OUT_OF_STOCK,UNAVAILABLE,OUT_OF_STOCK
1124,Tomball Parkway,M,Mailing,Hwy 249 & Jones Rd,SWC,SouthWest Corner,21515 Tomball Pkwy,,,Houston,TX,Texas,77070-1647,Harris,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Tomball Parkway,10.0,IN_STOCK,IN_STOCK,IN_STOCK
1190,North Attleborough,M,Mailing,Rte 1 & Allen Ave,SWC,SouthWest Corner,1205 S Washington St,,,North Attleboro,MA,Massachusetts,02760-6251,Bristol,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$2.69,$0.15,North Attleborough,0.0,UNAVAILABLE,UNAVAILABLE,OUT_OF_STOCK
1088,Reston,M,Mailing,Rte 267 & Fairfax Cty Pkwy,NEC,NorthEast Corner,12197 Sunset Hills Rd,,,Reston,VA,Virginia,20190-3208,Fairfax,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Reston,0.0,UNAVAILABLE,UNAVAILABLE,LIMITED_STOCK_SEE_STORE
